,0
0,40.43086532239453
1,24.288117124680586
2,23.559914657621345
3,23.207592449909164
4,22.939041999946
5,22.72164136162653
6,22.54190725663821
7,22.390974453609594
8,22.262328300411795
9,22.15108221117206
10,22.05356939292592
11,21.96703806869888
12,21.88941330895038
13,21.81911639681305
14,21.75493200428123
15,21.695912213532576
16,21.641307577442678
17,21.59051753203569
18,21.54305452059823
19,21.498517820244714
20,21.456574259195136
21,21.4169438598236
22,21.379389031621265
23,21.34370634578764
24,21.309720205304245
25,21.277277920423792
26,21.246245836581174
27,21.216506258230684
28,21.18795498056894
29,21.160499290055988
30,21.134056329936627
31,21.108551752613835
32,21.083918599520487
33,21.060096363015926
34,21.037030195167702
35,21.01467023603286
36,20.99297103991562
37,20.971891082547256
38,20.951392335567466
39,20.93143989734344
40,20.91200167123711
41,20.893048084061565
42,20.874551838759288
43,20.856487696366134
44,20.83883228315279
45,20.821563919505515
46,20.80466246765432
47,20.788109195802306
48,20.771886656578868
49,20.755978578044274
50,20.74036976572608
51,20.725046014381768
52,20.709994028359034
53,20.695201349576703
54,20.680656292277106
55,20.66634788380935
56,20.652265810795587
57,20.6384003701132
58,20.62474242419306
59,20.61128336019431
60,20.59801505266653
61,20.58492982935592
62,20.57202043984892
63,20.559280026782524
64,20.54670209937902
65,20.534280509088692
66,20.522009427147623
67,20.509883323877226
68,20.49789694957032
69,20.48604531682343
70,20.47432368419021
71,20.4627275410423
72,20.4512525935346
73,20.43989475158355
74,20.428650116773355
75,20.41751497111467
76,20.40648576658681
77,20.39555911540048
78,20.38473178092412
79,20.37400066922172
80,20.363362821154823
81,20.35281540500575
82,20.34235570958138
83,20.331981137763183
84,20.32168920046832
85,20.311477510993182
86,20.30134377971033
87,20.29128580909438
88,20.281301489052105
89,20.2713887925364
90,20.26154577142323
91,20.25177055263429
92,20.24206133448736
93,20.232416383259746
94,20.222834029950086
95,20.213312667225093
96,20.203850746539366
97,20.194446775416466
98,20.18509931488109
99,20.17580697703267
100,20.166568422750963
101,20.1573823595255
102,20.14824753940155
103,20.139162757034267
104,20.13012684784577
105,20.1211386862776
106,20.112197184133393
107,20.10330128900669
108,20.094449982787843
109,20.085642280246283
110,20.076877227683106
111,20.06815390165059
112,20.059471407733888
113,20.05082887939203
114,20.042225476854973
115,20.03366038607269
116,20.025132817714557
117,20.01664200621537
118,20.008187208865767
119,19.99976770494482
120,19.99138279489228
121,19.9830317995183
122,19.974714059248964
123,19.966428933405425
124,19.95817579951507
125,19.949954052653094
126,19.941763104812647
127,19.933602384302482
128,19.925471335170396
129,19.917369416651322
130,19.909296102638933
131,19.90125088117918
132,19.893233253985237
133,19.885242735972604
134,19.8772788548129
135,19.869341150506546
136,19.861429174972105
137,19.853542491652703
138,19.845680675137785
139,19.83784331080016
140,19.83002999444714
141,19.822240331985537
142,19.814473939099503
143,19.806730440940854
144,19.799009471831287
145,19.791310674976035
146,19.78363370218813
147,19.775978213623056
148,19.768343877523595
149,19.76073036997375
150,19.75313737466186
151,19.745564582652488
152,19.738011692166392
153,19.730478408368683
154,19.72296444316429
155,19.715469515000933
156,19.707993348679
157,19.70053567516811
158,19.693096231429998
159,19.68567476024779
160,19.678271010060826
161,19.67088473480551
162,19.66351569376129
163,19.65616365140208
164,19.64882837725248
165,19.64150964574903
166,19.634207236105823
167,19.626920932184927
168,19.619650522370595
169,19.61239579944809
170,19.60515656048598
171,19.597932606722654
172,19.59072374345619
173,19.58352977993785
174,19.57635052926901
175,19.569185808301306
176,19.562035437539773
177,19.554899241049355
178,19.547777046363926
179,19.54066868439846
180,19.533573989363664
181,19.526492798683325
182,19.519424952914253
183,19.512370295668347
184,19.50532867353748
185,19.49829993602016
186,19.491283935450724
187,19.484280526930327
188,19.477289568260368
189,19.47031091987736
190,19.463344444790124
191,19.45639000851873
192,19.449447479034927
193,19.44251672670461
194,19.435597624231754
195,19.42869004660401
196,19.421793871039856
197,19.41490897693712
198,19.40803524582305
199,19.40117256130587
200,19.39432080902737
201,19.387479876617135
202,19.38064965364785
203,19.373830031591858
204,19.367020903778986
205,19.36022216535525
206,19.35343371324311
207,19.34665544610231
208,19.339887264292177
209,19.333129069834555
210,19.326380766378087
211,19.31964225916311
212,19.3129134549876
213,19.306194262174078
214,19.299484590537325
215,19.292784351352765
216,19.28609345732596
217,19.27941182256265
218,19.272739362539564
219,19.2660759940762
220,19.259421635307017
221,19.252776205654555
222,19.24613962580296
223,19.239511817672547
224,19.23289270439469
225,19.22628221028737
226,19.21968026083146
227,19.21308678264743
228,19.206501703472785
229,19.19992495213981
230,19.1933564585542
231,19.18679615367373
232,19.18024396948797
233,19.173699838998047
234,19.16716369619708
235,19.16063547605111
236,19.15411511448033
237,19.14760254834092
238,19.141097715407163
239,19.13460055435408
240,19.12811100474035
241,19.121629006991864
242,19.115154502385256
243,19.108687433032188
244,19.102227741863835
245,19.09577537261572
246,19.089330269812795
247,19.082892378755194
248,19.076461645503773
249,19.07003801686653
250,19.063621440384946
251,19.057211864320735
252,19.05080923764297
253,19.04441351001536
254,19.03802463178384
255,19.03164255396458
256,19.025267228231982
257,19.018898606907182
258,19.012536642946625
259,19.006181289931053
260,18.99983250205448
261,18.993490234113754
262,18.98715444149804
263,18.98082508017854
264,18.974502106698647
265,18.968185478164155
266,18.9618751522336
267,18.955571087108986
268,18.94927324152656
269,18.94298157474785
270,18.936696046550864
271,18.930416617221404
272,18.92414324754479
273,18.917875898797305
274,18.911614532738394
275,18.905359111602465
276,18.89910959809132
277,18.89286595536635
278,18.88662814704115
279,18.880396137174174
280,18.87416989026155
281,18.86794937123004
282,18.86173454543011
283,18.85552537862924
284,18.84932183700516
285,18.843123887139445
286,18.836931496011164
287,18.83074463099048
288,18.824563259832626
289,18.81838735067184
290,18.81221687201545
291,18.806051792738174
292,18.799892082076298
293,18.79373770962217
294,18.78758864531874
295,18.781444859454158
296,18.775306322656558
297,18.769173005888806
298,18.76304488044344
299,18.75692191793777
300,18.750804090308925
301,18.74469136980908
302,18.73858372900069
303,18.732481140751887
304,18.72638357823201
305,18.720291014907023
306,18.714203424535235
307,18.70812078116296
308,18.70204305912028
309,18.695970233016933
310,18.68990227773818
311,18.683839168440922
312,18.67778088054953
313,18.671727389752352
314,18.665678671997508
315,18.65963470348948
316,18.653595460685306
317,18.64756092029099
318,18.641531059257925
319,18.635505854779613
320,18.629485284287977
321,18.6234693254502
322,18.61745795616536
323,18.61145115456114
324,18.605448898990744
325,18.599451168029702
326,18.593457940472746
327,18.587469195330907
328,18.581484911828376
329,18.57550506939974
330,18.56952964768695
331,18.563558626536672
332,18.55759198599727
333,18.55162970631628
334,18.54567176793761
335,18.539718151498867
336,18.533768837828923
337,18.527823807945108
338,18.52188304305089
339,18.515946524533245
340,18.51001423396037
341,18.5040861530792
342,18.498162263813
343,18.492242548259174
344,18.48632698868686
345,18.48041556753475
346,18.474508267408808
347,18.468605071080265
348,18.462705961483195
349,18.456810921712734
350,18.450919935022714
351,18.445032984823804
352,18.43915005468148
353,18.433271128313955
354,18.427396189590272
355,18.421525222528487
356,18.415658211293692
357,18.409795140196128
358,18.403935993689398
359,18.39808075636873
360,18.392229412969105
361,18.38638194836353
362,18.380538347561426
363,18.374698595706786
364,18.368862678076585
365,18.36303058007922
366,18.35720228725269
367,18.35137778526321
368,18.345557059903605
369,18.339740097091592
370,18.333926882868546
371,18.328117403397783
372,18.322311644963147
373,18.31650959396764
374,18.31071123693187
375,18.30491656049274
376,18.299125551402
377,18.29333819652492
378,18.28755448283892
379,18.281774397432255
380,18.27599792750271
381,18.270225060356296
382,18.264455783406067
383,18.25869008417069
384,18.252927950273424
385,18.247169369440755
386,18.241414329501268
387,18.235662818384487
388,18.229914824119643
389,18.22417033483461
390,18.2184293387547
391,18.21269182420164
392,18.20695777959238
393,18.201227193438093
394,18.195500054343086
395,18.18977635100376
396,18.184056072207532
397,18.178339206831875
398,18.172625743843266
399,18.166915672296266
400,18.16120898133245
401,18.155505660179482
402,18.149805698150246
403,18.144109084641787
404,18.13841580913446
405,18.132725861190995
406,18.127039230455644
407,18.12135590665321
408,18.115675879588245
409,18.10999913914425
410,18.104325675282656
411,18.098655478042122
412,18.092988537537675
413,18.08732484395989
414,18.081664387574122
415,18.07600715871964
416,18.07035314780892
417,18.064702345326843
418,18.05905474183
419,18.053410327945766
420,18.047769094371787
421,18.04213103187513
422,18.03649613129156
423,18.030864383524808
424,18.025235779546048
425,18.01961031039292
426,18.013987967169125
427,18.008368741043558
428,18.002752623249787
429,17.997139605085284
430,17.9915296779108
431,17.98592283314983
432,17.980319062287858
433,17.974718356871847
434,17.969120708509482
435,17.96352610886869
436,17.957934549677073
437,17.952346022721137
438,17.94676051984591
439,17.941178032954248
440,17.93559855400634
441,17.93002207501905
442,17.924448588065506
443,17.918878085274446
444,17.913310558829657
445,17.907746000969592
446,17.90218440398668
447,17.896625760226925
448,17.8910700620893
449,17.885517302025352
450,17.87996747253855
451,17.87442056618396
452,17.868876575567644
453,17.863335493346213
454,17.857797312226335
455,17.852262024964304
456,17.846729624365505
457,17.841200103284052
